"BM","Dataset","centroid"
"O=C(Nc1ccccc1)c1[nH]c2c(-c3cn[nH]c3)cccc2c1CCCOc1ccccc1","Preclinic & Market","True"
"O=C1Nc2ccccc2/C1=C\C(=O)c1cccs1","Preclinic & Market","True"
"O=C1Nc2cc(Oc3ccc4c(c3)NC(=O)C4=O)ccc2C1=O","Preclinic & Market","True"
"C(/N=N/c1ccccc1)=C1\Cc2ccccc2N1","Preclinic & Market","True"
"c1ccc(COCCN2c3ccccc3C[C@H]2C2=NCCN2)cc1","Preclinic & Market","True"
"O=C(c1c[nH]cn1)N1c2ccccc2C[C@H]1c1ncc[nH]1","Preclinic & Market","True"
"O=C1/C(=C\c2ccccc2)c2ccccc2N1/N=C\c1ccccc1","Preclinic & Market","True"
"O=C1/C(=N\n2cnnc2)c2ccccc2N1CN1CCOCC1","Preclinic & Market","True"
"O=C1/C(=N\N=C\c2ccco2)c2ccccc2N1c1ccncc1","Preclinic & Market","True"
"N=C1Nc2ccccc2/C1=C/c1nc(=O)c2ccccc2[nH]1","Preclinic & Market","True"
"O=C1Cc2c(cccc2OCCNc2ccc3ccccc3c2)N1","Preclinic & Market","True"
"O=C1Nc2ccc(-c3cnoc3)cc2C1c1cccs1","Preclinic & Market","True"
"O=C(NC1CC1)c1ccc2c(c1)[C@@H](c1nc[nH]n1)CN2","Preclinic & Market","True"
"O=C1Nc2ccccc2[C@]1(c1ccccc1)n1ccnc1","Preclinic & Market","True"
"O=C1Cc2ccc(-c3cncnc3)cc2N1c1cncc2[nH]ccc12","Preclinic & Market","True"
"O=C(CC1C(=O)N(CCc2ccccc2)c2ccccc21)c1ccccn1","Preclinic & Market","True"
"C=C1Cc2ccccc2N1CCCCN1C(=C)Cc2ccccc21","Preclinic & Market","True"
"O=C1C(c2ccc3ccoc3c2)c2ccccc2N1Cc1ccccc1","Preclinic & Market","True"
"O=S(=O)(NC[C@@H](c1ccc2c(c1)CCN2)N1CCCC1)c1cccs1","Preclinic & Market","True"
"O=C1Nc2ccc(-c3cnco3)cc2/C1=C/Nc1ccc2c(c1)CS(=O)(=O)C2","Preclinic & Market","True"
"C(#Cc1ccc2c(c1)N(c1ccncn1)CC2)Cc1nccs1","Preclinic & Market","True"
"O=C(Cc1ccccc1)N1CCc2cc(-c3coc4ccncc34)ccc21","Preclinic & Market","True"
"O=C1Nc2ccc(C#CCO[C@H](c3cccnc3)c3cccs3)cc2C1=O","Preclinic & Market","True"
"O=C(/N=C/c1ccccc1)Nc1ccc2c(c1)C(=O)C(=O)N2CN1CCCCC1","Preclinic & Market","True"
"O=C1Nc2ccc(CN3C(=O)CSC3=O)cc2/C1=C/c1cc(CN2CCOCC2)c[nH]1","Preclinic & Market","True"
"O=C1NN(c2ccccc2)C(=O)/C1=C1/C(=O)N(Cc2cccc3ccccc23)c2ccccc21","Preclinic & Market","True"
"O=S(=O)(Nc1ccc2oc3c(c2c1)CCCC3)c1ccc2c(c1)CCN2","Preclinic & Market","True"
"O=S(=O)(Nc1ccccc1)c1ccc2c(c1)CCN2c1noc(CCCC2CCCC2)n1","Preclinic & Market","True"
"c1ccc(CN2CCc3cc(Nc4ncnc5ccccc45)ccc32)nc1","Preclinic & Market","True"
"O=C1Nc2ccc(NC3CCNCC3)cc2/C1=C(\c1ccccc1)c1nc2ccccc2[nH]1","Preclinic & Market","True"
"O=C(CN1C(=O)/C(=N\NC(=O)c2ccc3ccccc3n2)c2ccccc21)Nc1ccccc1","Preclinic & Market","True"
"O=C(NCc1ccc(-c2ncc[nH]2)cc1)c1ccc2c(c1)CCN2c1ncncn1","Preclinic & Market","True"
"O=C(CN1CCNCC1)N1CC(c2ccno2)c2ccc(Cc3ccccc3)cc21","Preclinic & Market","True"
"O=C1C(=O)N(CCc2cnnn2-c2ccccc2)c2ccc(S(=O)(=O)N3CCCC3)cc21","Preclinic & Market","True"
"O=C(CC1CCCNC1)NC1(c2ccccc2)C(=O)Nc2ccccc21","Preclinic & Market","True"
"O=C1NCCCN1c1cc(S(=O)(=O)Nc2ccccc2)cc2c1N(C(=O)OCc1ccccc1)CC2","Preclinic & Market","True"
"c1ccc(CC2(c3ccncc3)CNc3ccccc32)cc1","Preclinic & Market","True"
"O=C(CCc1cccc2c1[C@H](Cc1ccc3ccccc3c1)C(=O)N2)NS(=O)(=O)c1cccs1","Preclinic & Market","True"
"O=C(Cc1ccc2c(c1)CCO2)N/N=C1\C(=O)Nc2cc(C(=O)NCCCN3CCCCC3)ccc21","Preclinic & Market","True"
"O=C1Nc2cc(C#CCCC(=O)N3CCOCC3)ccc2C1c1ccc2ccccc2c1","Preclinic & Market","True"
"O=C1/C(=N/C2CC2)C=Cc2[nH]c(-c3ccccc3)cc21","Preclinic & Market","True"
"O=C1C=C(c2ccccc2)c2c(c(-c3ccccc3)cn2S(=O)(=O)c2ccccc2)C1=O","Preclinic & Market","True"
"O=C1C(N2CC2)=CC(=O)c2[nH]c(C3CC3)cc21","Preclinic & Market","True"
"c1cc2c([nH]1)CCCC2","Preclinic & Market","True"
"O=C1CCCc2c1ccn2-c1ccc2cncnc2c1","Preclinic & Market","True"
"O=C(c1ccccc1)c1cc2c([nH]1)CC[C@H](N1CCC(c3ccccc3)CC1)C2","Preclinic & Market","True"
"O=C1C(Nc2ccccc2)=C2CCCC=C2N1c1ccccc1","Preclinic & Market","True"
"O=C(SCCC(=O)N1CC[C@@H]2CCCC[C@@H]21)c1ccccc1","Preclinic & Market","True"
"O=C(CC[C@@H]1CCCC2CC(=O)N(Cc3ccccc3)[C@@H]21)NS(=O)(=O)c1ccccc1","Preclinic & Market","True"
"C1=Cc2ncccc2/C1=C/c1ccnc2ccccc12","Preclinic & Market","True"
"O=C(NCCc1nc2c(s1)CCC2)c1cnc2c(c1)CCC2","Preclinic & Market","True"
"c1ccc(CO[C@H]2CCc3ccc(N4CCNCC4)nc32)cc1","Preclinic & Market","True"
"O=C(NC1(C(=O)N[C@H]2CCc3cc(-c4ccccc4-c4ncon4)cnc32)CC1)c1ccno1","Preclinic & Market","True"
"O=C(c1ccc2ccccn12)C1CC1","Preclinic & Market","True"
"c1ccn2c(CC3CCCC3)c(C3CC3)cc2c1","Preclinic & Market","True"
"C1=CC2=CCC(Cc3ccccc3)N2C=C1","Preclinic & Market","True"
"C1=CC2=CC/C(=C/c3ccccc3)N2C=C1","Preclinic & Market","True"
"C(\CCCOCc1ccccc1)=C1/CC[C@@H]2CCCN2C1","Preclinic & Market","True"
"c1cc2n(c1)CCCC2","Preclinic & Market","True"
"O=C1/C(=C\c2cccnc2)[C@@H](c2ccccc2)Cn2cccc21","Preclinic & Market","True"
"O=S1(=O)Nc2sccc2C=C1/C=N/c1ccccn1","Preclinic & Market","True"
"O=[S@@]1NSc2ccccc21","Preclinic & Market","True"
"N=C1CS(=O)(=O)Nc2ccsc21","Preclinic & Market","True"
"O=C1/C(=C\N=[SH](=O)c2ccccc2)S(=O)(=O)Nc2ccsc21","Preclinic & Market","True"
"O=C(NN1C=COC1)C1=Cc2sccc2S(=O)(=O)N1","Preclinic & Market","True"
"O=S(=O)(c1ccccc1)N1Bc2sccc2C=C1","Preclinic & Market","True"
"O=c1[nH]ccc2sc(-c3ccncc3)cc12","Preclinic & Market","True"
"c1ccc2sncc2c1","Preclinic & Market","True"
"O=S1(=O)N=C(Sc2cccc3cccnc23)c2ccccc21","Preclinic & Market","True"
"O=S1(=O)N=C(N/N=C/c2cccnc2)c2ccccc21","Preclinic & Market","True"
"O=S1(=O)N=C(N(Cc2ccccc2)c2ccccc2)c2ccccc21","Preclinic & Market","True"
"O=S1(=O)c2ccccc2CN1C1CCCCC1","Preclinic & Market","True"
"O=S1(=O)NC(CNCc2cccc3ccccc23)c2ccccc21","Preclinic & Market","True"
"O=C(CN1C(=O)c2ccccc2S1(=O)=O)NCCSCc1ccccc1","Preclinic & Market","True"
"O=C1NC(CN2Cc3cc(-c4c[nH]c5ccccc45)ccc3S2(=O)=O)CO1","Preclinic & Market","True"
"O=C1c2ccccc2S(=O)(=O)N1COc1cc(=O)sc2ccccc12","Preclinic & Market","True"
"O=c1[nH]sc2ccccc12","Preclinic & Market","True"
"C1=S(/C=C/c2ccccc2)c2cccc(/C=C/c3ccccc3)c2N1","Preclinic & Market","True"
"c1ccc([C@@H](OCc2c[nH]cn2)c2nc3ccccc3s2)cc1","Preclinic & Market","True"
"O=C(CCCCN1Cc2ccccc2C1)c1nc2ccccc2s1","Preclinic & Market","True"
"c1cc2nc(N3CCN(C4CC4)CC3)sc2cc1CN1CCCC1","Preclinic & Market","True"
"C1=C(c2nc3c(Cn4cccn4)cccc3s2)CCCC1","Preclinic & Market","True"
"O=C(Nc1ccccc1)c1ccc2nc(NN3C=CC=CN3)sc2c1","Preclinic & Market","True"
"O=C(CCSc1ccccc1)N(Cc1ccccn1)c1nc2ccccc2s1","Preclinic & Market","True"
"O=C(CNCN1CCCC1)Nc1cccc2scnc12","Preclinic & Market","True"
"O=C(CCS(=O)(=O)c1ccc2ncsc2c1)Nc1ccccc1","Preclinic & Market","True"
"O=C(CSc1nc2ccc(NS(=O)(=O)c3ccccc3)cc2s1)c1ccc2ccccc2c1","Preclinic & Market","True"
"O=C(c1ccc2c(c1)sc(=O)n2CCN1CCCCC1)C1CC1","Preclinic & Market","True"
"C(Cc1ccc2c(c1)OCO2)=N/N=c1\[nH]c2ccccc2s1","Preclinic & Market","True"
"c1cc2ccc(C3CC3)nc2s1","Preclinic & Market","True"
"O=S(=O)(Cc1ccccc1)c1cc2cccnc2s1","Preclinic & Market","True"
"O=S(=O)(c1ccccc1)c1sc2ncccc2c1-c1ccoc1","Preclinic & Market","True"
"O=c1[nH]c2sccc2c(N2CCOCC2)c1-c1nc2ccccc2[nH]1","Preclinic & Market","True"
"O=C(Nc1cc2c(s1)N(C(=O)c1cc[nH]n1)CCC2)c1cccc2ccccc12","Preclinic & Market","True"
"O=c1cc(Cc2cccc3ccccc23)c(C2CC2)c2sc(-c3ccccc3)cn12","Preclinic & Market","True"
"O=C1CSC2=C[C@@H](c3ccncc3)C=CN12","Preclinic & Market","True"
"O=c1cc(CN2CCOCC2)c(C2CC2)c2n1CCS2","Preclinic & Market","True"
"O=c1cc(Cc2ccc3c(c2)OCO3)cc2n1CCS2","Preclinic & Market","True"
"O=c1cc(Cn2nnc3ccccc32)c(-c2cccnc2)c2n1CCS2","Preclinic & Market","True"
"c1ccc(-c2cccc(-c3cncc4sc(-c5nnn[nH]5)cc34)c2)cc1","Preclinic & Market","True"
"O=C(c1ccccc1)c1cc2c(Sc3ccccc3)cncc2s1","Preclinic & Market","True"
"N=C1CCc2cc(Nc3c(-c4cccnc4)sc4cnccc34)ccc21","Preclinic & Market","True"
"c1ccc(Oc2cncc3sc(-c4nnco4)cc23)cc1","Preclinic & Market","True"
"c1ccc([C@H]2CNCc3sccc32)cc1","Preclinic & Market","True"
"c1ccc2c(-c3csc4c3CCNC4)cccc2c1","Preclinic & Market","True"
"C(=N/c1cc2c(s1)CNCC2)\N1CC2CCCC1C2","Preclinic & Market","True"
"N=C1NC(c2ccccc2)CS(=O)(=O)C12CCC2","Preclinic & Market","True"
"O=C(C1=CCCC1)N1C[C@@H]2COC[C@@H](Cc3ncno3)[C@@H]2C1","Preclinic & Market","True"
"c1cnc(OC[C@@]23CCO[C@@H]2CCN(C2CCC2)C3)nc1","Preclinic & Market","True"
"O=C(N1CCCO1)[C@@]12CCO[C@@H]1CCN(Cc1ccccc1)C2","Preclinic & Market","True"
"O=C([C@H]1C[C@H]2OCC[C@H]2N(Cc2cccnc2)C1)N1CCCO1","Preclinic & Market","True"
"c1ccc(OCC2C[C@@H]3[C@@H](C2)OCCN3Cc2ccoc2)nc1","Preclinic & Market","True"
"c1ccc(-c2onc3ccc(C4OCCO4)cc23)cc1","Preclinic & Market","True"
"c1ccc(CCNc2noc3ccccc23)cc1","Preclinic & Market","True"
"O=C1CCCc2oncc21","Preclinic & Market","True"
"O=c1ccc(-c2ccc3nc(-c4cccs4)oc3c2)n[nH]1","Preclinic & Market","True"
"c1ccc(-c2nc3cccc(-c4ccoc4)c3o2)cc1","Preclinic & Market","True"
"O=C1NN=C(c2ccc3nc(Cc4ccccc4)oc3c2)C2CC12","Preclinic & Market","True"
"O=c1[nH]c2ccc(NS(=O)(=O)Cc3ccco3)cc2o1","Preclinic & Market","True"
"S=c1oc2ccccc2n1[C@H]1OCCc2ccccc21","Preclinic & Market","True"
"c1cnc(NC[C@H]2OC[C@@H]3CCN(Cc4nccs4)C[C@@H]32)nc1","Preclinic & Market","True"
"O=C(NC[C@@H]1OC[C@H]2CN(c3ccccn3)CC[C@H]21)c1ccco1","Preclinic & Market","True"
"c1cc2cc(-c3csc4cnccc34)oc2cn1","Preclinic & Market","True"
"c1cnc(-c2oc3cnccc3c2Nc2ccc3c(c2)Cc2c[nH]nc2-3)nc1","Preclinic & Market","True"
"c1ccc(CNc2oc3cnccc3c2Nc2ccccn2)cc1","Preclinic & Market","True"
"O=C(Nc1ccncc1)c1cncc2occc12","Preclinic & Market","True"
"O=C([C@H]1C[C@@H]2CCN(c3ccccc3)C[C@H]2O1)N1CCCC1","Preclinic & Market","True"
"O=C(NC1CCCC1)[C@@H]1C[C@@H]2CCN(Cc3ccoc3)C[C@H]2O1","Preclinic & Market","True"
"O=c1n(-c2ccccc2)nnc2cncn12","Preclinic & Market","True"
"O=C(CC1=Nn2cnnc2NC1)c1ccccc1","Preclinic & Market","True"
"O=c1nc(/C=C/c2ccccc2)cc2n1CCN2","Preclinic & Market","True"
"c1cc(-c2n[nH]c3c2CNCC3)ccn1","Preclinic & Market","True"
"O=C(c1n[nH]c2c1CN(C1CCOCC1)CC2)N1CCCC1","Preclinic & Market","True"
"c1cnc(N2Cc3cn[nH]c3[C@@H](COCC3CC3)C2)nc1","Preclinic & Market","True"
"O=C1NN=C2CCN(c3ccccc3)C=C12","Preclinic & Market","True"
"c1cc2n(n1)CCNC2","Preclinic & Market","True"
"c1ncc(CN2CCn3nc(CN4CCCC4)cc3C2)[nH]1","Preclinic & Market","True"
"C1=C[C@H]2NN=CN2C=C1CCc1ccccc1","Preclinic & Market","True"
"c1cnc2cc(-c3nnc4ccc(-c5ccoc5)cn34)ccc2n1","Preclinic & Market","True"
"C(=C/c1ccccc1)\CNC[C@H]1CCc2nncn2C1","Preclinic & Market","True"
"O=C(NCCCn1nc2ccccn2c1=O)c1cccs1","Preclinic & Market","True"
"O=C(c1c[nH]c2nncc-2c1)c1nccs1","Preclinic & Market","True"
"O=C1C[C@H](c2ccncn2)c2c(n[nH]c2C2CCC2)N1","Preclinic & Market","True"
"c1cc2c(c(-c3nc4cccnn4c3-c3ccncc3)c1)OCO2","Preclinic & Market","True"
"C1=C(c2ccc3ncc(-c4ccncc4)n3n2)Cc2nonc2C1","Preclinic & Market","True"
"c1ccc2c(-c3ccc4ncnn4c3)cncc2c1","Preclinic & Market","True"
"c1cncc(CNc2ccc3nc(C4CCNCC4)nn3c2)c1","Preclinic & Market","True"
"c1cc(C2CCCCC2)c2ncnn2c1","Preclinic & Market","True"
"c1nc2n(n1)CCC[C@@H]2Nc1nc(C2CC2)ns1","Preclinic & Market","True"
"c1ccc(-c2cc3c(Nc4ccncc4)ncnn3c2)cc1","Preclinic & Market","True"
"c1cc2c(N3CCOCC3)nc(-c3cncs3)nn2c1","Preclinic & Market","True"
"O=C(c1ccncn1)N1CCc2cnn(CC3CC3)c2C1","Preclinic & Market","True"
"O=C(c1ccccc1)N1CCc2c(-c3ccn[nH]3)n[nH]c2C1","Preclinic & Market","True"
"O=C1C2C(C=NN2c2ccccc2)CCN1c1ccc(C2(CN3CCCC3)CC2)cc1","Preclinic & Market","True"
"C1=CN2C([C@H]3C[C@@H](CNN4CCNCC4)C3)=NC(c3cccc(OCc4ccccc4)c3)C2C=N1","Preclinic & Market","True"
"c1cc2[nH]c(-c3cnon3)nc2cn1","Preclinic & Market","True"
"c1cc(-c2cc3c(cn2)ncn3-c2ccc3c(c2)CNC3)c2cc[nH]c2n1","Preclinic & Market","True"
"O=c1ccc(-c2nc3cnc(OCC4CC4)cc3n2Cc2cccnc2)c[nH]1","Preclinic & Market","True"
"c1ccc2c(c1)CCN(CCCn1c(-c3ccc4ccccc4c3)nc3ccncc31)CC2","Preclinic & Market","True"
"O=C(Nc1ccc(-c2nc3cc(C(=O)NC45CC6CC(C4)C(=O)C(C6)C5)ncc3[nH]2)cc1)c1ccccc1","Preclinic & Market","True"
"O=c1[nH]c(-c2cc3nc(N4CCCC4)n(CC4CCCCC4)c3c(-c3cccnc3)n2)no1","Preclinic & Market","True"
"c1cn2cnc(N3CCCCC3)c2cn1","Preclinic & Market","True"
"c1ccc(Nc2ncc(-c3ccc(CN4CCCC4)s3)n3cncc23)cc1","Preclinic & Market","True"
"O=C(OCc1ccccc1)N1CCc2nc(-c3cc4ccccc4[nH]c3=O)[nH]c2C1","Preclinic & Market","True"
"O=C1c2cnc(N3CCCCC3)nc2CN1c1cn[nH]c1","Preclinic & Market","True"
"C1Cc2[nH]nc(CNc3nc(C4CCCC4)nc4c3CNC4)c2C1","Preclinic & Market","True"
"O=c1[nH]c(=O)c2cn(CC3Cc4ccccc4C3)cc2[nH]1","Preclinic & Market","True"
"O=C(CC1CC1)Nc1cnc2cnc(-c3ccccc3)cn12","Preclinic & Market","True"
"c1cc(-c2cnc3c(N4CCNCC4)nccn23)nc(NCc2ccsc2)n1","Preclinic & Market","True"
"O=C1CC/C(=C\c2cn3c(-c4ccc(C(=O)NC5CC5)cc4)cnc3cn2)N1","Preclinic & Market","True"
"O=C(c1nnc[nH]1)N1[C@@H]2CC[C@H]1C[C@H](c1cn3c(-c4cnn(-c5ccccc5)c4)cnc3cn1)C2","Preclinic & Market","True"
"C(#Cc1nc2ccccc2s1)c1cn2c(-c3ccccc3)cnc(N3CCOCC3)c2n1","Preclinic & Market","True"
"O=S(=O)(NCCNc1nccn2cc(-c3ccc4ccccc4c3)nc12)c1ccccc1","Preclinic & Market","True"
"O=C(c1ccccc1)c1c[nH]c2c(-c3ccco3)ncnc12","Preclinic & Market","True"
"c1ccc(Cn2ccc3ncnc(OCc4ncco4)c32)nc1","Preclinic & Market","True"
"c1cc(Nc2nc(NC3CCC3)nc3cc[nH]c23)c2cn[nH]c2c1","Preclinic & Market","True"
"c1ccc(-c2nc(C3CCCCC3)nc3c2NCC3)c(OC2CC2)c1","Preclinic & Market","True"
"c1cncc(-c2cc3c(N4CC[C@H](N5CCNCC5)C4)n[nH]c3cn2)c1","Preclinic & Market","True"
"O=C(NCCN1CCNCC1)c1cc2c(NCCNc3ccccn3)nc(-c3ccccc3)cn2n1","Preclinic & Market","True"
"c1ccc(CCN2CCc3[nH]c(C4CC4)nc3C2)cc1","Preclinic & Market","True"
"c1ccc(C[C@H]2c3nc[nH]c3CCN2Cc2ncn[nH]2)cc1","Preclinic & Market","True"
"c1nc2c([nH]1)CCNC2","Preclinic & Market","True"
"O=C([C@@H]1Cc2[nH]cnc2CN1C(=O)NC1CCCCC1)N1CCCC1","Preclinic & Market","True"
"c1nc2c([nH]1)[C@@H](COCC1CC1)CN(Cc1ccc3c(c1)OCO3)C2","Preclinic & Market","True"
"O=C(Nc1ccccc1)N1CCn2cnc(COCC3CC3)c2C1","Preclinic & Market","True"
"O=C([C@@H]1Cc2ccccc2O1)N1CCn2c(cnc2-c2ccncc2)C1","Preclinic & Market","True"
"c1cc(C2CCNCC2)n2cncc2n1","Preclinic & Market","True"
"C=C1C=Nc2nccn2[C@H]1c1ccccc1","Preclinic & Market","True"
"c1ccc(C2=Nc3nc(-c4ccccc4)cn3[C@H](c3ccccc3)C2)cc1","Preclinic & Market","True"
"c1cn2nc(-c3ccn4cc(-c5nccs5)nc4n3)nc2cn1","Preclinic & Market","True"
"c1ccc(Nc2cc(OCC3CCCCC3)n3ccnc3n2)cc1","Preclinic & Market","True"
"O=c1cc(C2=CCOCC2)nc2n(Cc3ccccc3)ccn12","Preclinic & Market","True"
"c1ccc(Cc2cc3[nH]cnc(N4CCCCC4)c-3n2)cc1","Preclinic & Market","True"
"c1cncc(-c2cnc3c(c2)[C@@H](c2nc4ccccc4[nH]2)N=N3)c1","Preclinic & Market","True"
"c1cc(Cn2ncc3ccc(N4CCOCC4)nc32)ccn1","Preclinic & Market","True"
"O=C(NC1CC1)c1cc(C2CC2)nc2[nH]nc([C@H]3CCCNC3)c12","Preclinic & Market","True"
"c1nc2[nH]ncc2cc1B1OCOCO1","Preclinic & Market","True"
"O=C(NCc1ccno1)c1n[nH]c2nc(OCc3ccccn3)ccc12","Preclinic & Market","True"
"c1coc(-c2csc(CCn3ncc4cccnc43)n2)c1","Preclinic & Market","True"
"O=C(NCc1cnc2[nH]ncc2c1NC1CCOCC1)N1CCOCC1","Preclinic & Market","True"
"c1ccc(-c2ccc3cnn(-c4ncccn4)c3n2)cc1","Preclinic & Market","True"
"c1ccc(Oc2ccc(Cn3ncc4ccc(NCc5ccco5)nc43)cc2)cc1","Preclinic & Market","True"
"O=c1c2cccnc2[nH]n1Cc1ccno1","Preclinic & Market","True"
"O=C1C[C@@H](C2CCCCC2)c2c(n(C3CCCC3)[nH]c2=O)N1","Preclinic & Market","True"
"O=C1Nn2c(nccc2=O)/C1=N\Nc1ccccc1","Preclinic & Market","True"
"c1cnc2c(Nc3ccnc4cc(C5CC5)nn34)cccc2c1","Preclinic & Market","True"
"O=C(N[C@H]1C[C@H]2CNCCN2C1)c1cc2ncccn2n1","Preclinic & Market","True"
"c1ccc(Cc2nn3cccnc3c2-c2ccccc2)cc1","Preclinic & Market","True"
"c1ccc(-c2cnc3c(-c4ccnc5ccsc45)cnn3c2)cc1","Preclinic & Market","True"
"c1ccc(SCc2ccn3nc(-c4ccccn4)cc3n2)cc1","Preclinic & Market","True"
"O=C1CCc2cc(Nc3cc(N4CCCC4)nc4ccnn34)ccc2N1","Preclinic & Market","True"
"c1csc(-c2ccnn2-c2cc3nccc(-c4cccs4)n3n2)c1","Preclinic & Market","True"
"c1ccc(Sc2ccn3ncc(-c4cn[nH]c4)c3n2)cc1","Preclinic & Market","True"
"c1ccc(/N=N/c2cnn3c(-c4ccco4)cc(-c4ccco4)nc23)cc1","Preclinic & Market","True"
"c1cnc2cc([C@@H]3CCCN3C3CCSCC3)nn2c1","Preclinic & Market","True"
"c1ccc(CCc2ccnc3c(-c4ccccc4)cnn23)cc1","Preclinic & Market","True"
"c1ccc(Nc2cc(Nc3cc[nH]n3)n3nccc3n2)cc1","Preclinic & Market","True"
"O=C1OC[C@H](C2CCOCC2)N1c1ccn2ncc(-c3ccc(-c4nc[nH]n4)cc3)c2n1","Preclinic & Market","True"
"c1cc(OCC2CC2)cc(-c2ccnc3cc(-c4cccc(N5CCCCC5)c4)nn23)c1","Preclinic & Market","True"
"c1cc(-c2c(-c3ccncc3)nn3c(C4CC5CCC(C4)N5)ccnc23)c2cn[nH]c2c1","Preclinic & Market","True"
"N=c1[nH]cnc2c1c(-c1ccccc1)c(-c1ccccc1)n2Cc1ccccc1","Preclinic & Market","True"
"O=c1[nH]c(-n2cccc2)c(-c2c(-c3ccccc3)[nH]c3[nH]c(=O)[nH]c(=O)c23)c(=O)[nH]1","Preclinic & Market","True"
"c1csc(Sc2c[nH]c3ncnc(-c4cccs4)c23)c1","Preclinic & Market","True"
"O=S1(=O)Cc2ccc(Nc3ncc4cc[nH]c4n3)cc2C1","Preclinic & Market","True"
"O=C1C[C@@]2(CCCN(c3ncnc4[nH]cc(-c5ccccc5)c34)C2)CN1","Preclinic & Market","True"
"O=C1CC2(CCNCC2)C(=O)N1Cc1cc2cncnc2[nH]1","Preclinic & Market","True"
"c1ccc(Cc2c[nH]c3ncnc(N4CC5(CCNCC5)c5ccccc54)c23)cc1","Preclinic & Market","True"
"c1ccc(Cn2ccc3c(Oc4ccc(Cc5cscn5)cc4)ncnc32)cc1","Preclinic & Market","True"
"c1cnc2cc(Oc3nc(N4CC5CC5C4)c4cc[nH]c4n3)cnc2c1","Preclinic & Market","True"
"C(=N/Nc1ncnc2c1c(-c1ccccc1)c(-c1ccccc1)n2C1CCCCC1)\c1ccccc1","Preclinic & Market","True"
"c1ccc(N2CCc3cnc(N[C@@H]4[C@@H]5CC[C@H]4CN(c4ccnnc4)C5)nc32)cc1","Preclinic & Market","True"
"O=C(C[C@@H]1C(=O)Nc2[nH]c(=O)[nH]c(=O)c21)Nc1ccccc1","Preclinic & Market","True"
"O=C(c1ccccc1)c1[nH]c2[nH]cnc(=O)c2c1-c1cccnc1","Preclinic & Market","True"
"C1=NC=NC2C1C(c1ccccc1)=C(c1ccccc1)N2c1ccccc1","Preclinic & Market","True"
"C1=NC2C(C(c3ccccc3)=CN2c2ccccc2)C(N/N=C/c2ccccc2)=N1","Preclinic & Market","True"
"C=C1CCCC[C@H]1CC/C=C/Cc1ncn2c1CCNC2=O","Preclinic & Market","True"
"O=C(NCC1CCCCC1)c1ccnc2nc(C3CC4CCC3C4)[nH]c12","Preclinic & Market","True"
"c1ccc(C(Nc2ccnc3nc[nH]c23)c2ccccc2)cc1","Preclinic & Market","True"
"c1ccc(-c2nc3ccc(N4CCO[C@@H](c5ccccn5)C4)nc3[nH]2)cc1","Preclinic & Market","True"
"c1cc(-c2ccc3nc(C4CC4)n(-c4ccc(C5CCC5)cc4)c3n2)cc(N2CCOCC2)c1","Preclinic & Market","True"
"O=C(NCCCCc1ccc2[nH]c(=O)[nH]c2n1)c1c[nH]cn1","Preclinic & Market","True"
"O=c1[nH]c2ccc(N3CC4CCC3CN4c3ncccn3)nc2[nH]1","Preclinic & Market","True"
"O=C(N[C@@H](C(=O)N1CCCC1)C1CC1)c1c[nH]c2ncc(C3CC3)nc12","Preclinic & Market","True"
"O=C(NCc1cnc2n1CCN(CC1CCC1)C2)C1CC1","Preclinic & Market","True"
"c1c(CN2CCOCC2)nc2n1CCN(C1CCOCC1)C2","Preclinic & Market","True"
"c1ccc(NCc2cn3c(n2)CN(Cc2ccoc2)CC3)nc1","Preclinic & Market","True"
"O=C(NCCSc1ccccc1)c1cn2c(n1)CNCC2","Preclinic & Market","True"
"O=S(=O)(C1CC1)N1CCn2c(Cn3cccn3)cnc2C1","Preclinic & Market","True"
"c1nc2n(c1COCC1CCOCC1)CCNC2","Preclinic & Market","True"
"O=C(C1=CCCCC1)N1CCn2c(COc3cccnc3)cnc2C1","Preclinic & Market","True"
"N=c1c(-c2ccccc2)nc2c[nH]c(-c3ccccc3)cn1-2","Preclinic & Market","True"
"O=c1cnc2c(-c3ccccc3)[nH]c(-c3ccccc3)cn1-2","Preclinic & Market","True"
"O=C(NC=C1CC1)Nc1cc2[nH]nc(-c3ccncc3)c2cn1","Preclinic & Market","True"
"O=C(Nc1cc2[nH]ncc2cn1)N[C@@H]1CNc2ccccc2C1","Preclinic & Market","True"
"O=C(NCc1ccccc1)Nc1cc2[nH]ncc2c(-c2nnco2)n1","Preclinic & Market","True"
"O=c1cc2[nH]n(-c3ccccc3)c(=O)c2c(COc2ccccc2)[nH]1","Preclinic & Market","True"
"O=C1C2CNCCN2C(=O)N1[C@H]1C[C@@H]1c1ccccc1","Preclinic & Market","True"
"O=C1N(Cc2ncc[nH]2)C[C@H]2CNCCN12","Preclinic & Market","True"
"O=C(CSc1ncnc2c(-c3ccccc3)nsc12)c1ccccc1","Preclinic & Market","True"
"O=C(Cc1ccccc1)/N=c1/nc2ncccn2s1","Preclinic & Market","True"
"O=c1sc2cnc(-c3ccccc3)nc2n1-c1ccccc1","Preclinic & Market","True"
"C=C1Sc2c(NCC3CC3)ncnc2N1c1ccccc1","Preclinic & Market","True"
"O=C1N[C@@H](c2ccccc2)Nc2c1sc(=S)n2-c1ccccc1","Preclinic & Market","True"
